name,student_email,username,password,school_name,class,parent_1_name,parent_1_phone,parent_1_email,parent_2_name,parent_2_phone,parent_2_email,address,pin_code,mode_of_transport,carpool,car_details,fuel_type
Rudra Ahluwalia,rudra.ahluwalia@themother'sinternationalschool.edu.in,rudra659,Pass9615,The Mother's International School,11,Aryan Singh,918708819481,aryan.singh@gmail.com,Neel Tiwari,919187802236,neel.tiwari@yahoo.com,"C-21, Lajpat Nagar, New Delhi",110024,Car,Y,Tata Nexon,Petrol
Krishna Jain,krishna.jain@vasantvalleyschool.edu.in,krishna234,Pass6169,Vasant Valley School,10,Aarav Garg,919394108036,aarav.garg@gmail.com,Aarav Chawla,918425249863,aarav.chawla@gmail.com,"A-23, Saket, New Delhi",110017,Bus,,,Diesel
Rajat Bhardwaj,rajat.bhardwaj@sanskritischool.edu.in,rajat271,Pass3805,Sanskriti School,10,Aditya Khanna,917266605709,aditya.khanna@gmail.com,Nirvaan Reddy,917455760550,nirvaan.reddy@yahoo.com,"B-5, Dwarka, New Delhi",110075,Bus,,,Diesel
Vivaan Saxena,vivaan.saxena@vasantvalleyschool.edu.in,vivaan564,Pass6887,Vasant Valley School,11,Ayaan Tyagi,918550124022,ayaan.tyagi@hotmail.com,Aditya Ahluwalia,917013228205,aditya.ahluwalia@gmail.com,"C-13, Malviya Nagar, New Delhi",110017,Car,N,Toyota Innova,Diesel
Arnav Mishra,arnav.mishra@delhipublicschool.edu.in,arnav785,Pass1838,Delhi Public School,2,Abhinav Thakur,919168004747,abhinav.thakur@gmail.com,Pranav Verma,917839790053,pranav.verma@yahoo.com,"A-12, Hauz Khas, New Delhi",110016,Bus,,,Diesel
Gaurav Thakur,gaurav.thakur@vasantvalleyschool.edu.in,gaurav901,Pass9606,Vasant Valley School,6,Vivaan Malhotra,918747312612,vivaan.malhotra@hotmail.com,Ayaan Bhardwaj,919540225969,ayaan.bhardwaj@hotmail.com,"A-2, Dwarka, New Delhi",110075,Car,Y,Ford EcoSport,Diesel
Laksh Agarwal,laksh.agarwal@themother'sinternationalschool.edu.in,laksh849,Pass4269,The Mother's International School,9,Reyansh Singh,919973603757,reyansh.singh@hotmail.com,Yuvraj Tyagi,918453720329,yuvraj.tyagi@gmail.com,"B-4, Greater Kailash, New Delhi",110048,Bus,,,Diesel
Manan Nair,manan.nair@delhipublicschool.edu.in,manan347,Pass3612,Delhi Public School,6,Ishaan Gupta,918137798897,ishaan.gupta@yahoo.com,Rajat Saxena,917585127113,rajat.saxena@gmail.com,"A-20, Hauz Khas, New Delhi",110016,Bus,,,Diesel
Aman Verma,aman.verma@themother'sinternationalschool.edu.in,aman182,Pass2962,The Mother's International School,10,Harsh Reddy,919649413597,harsh.reddy@hotmail.com,Samarth Dhillon,917354135661,samarth.dhillon@hotmail.com,"C-19, Saket, New Delhi",110017,Bus,,,Diesel
Dhruv Rana,dhruv.rana@delhipublicschool.edu.in,dhruv895,Pass6847,Delhi Public School,3,Rudra Thakur,917323578379,rudra.thakur@yahoo.com,Aman Reddy,918363642076,aman.reddy@hotmail.com,"D-2, Pitampura, New Delhi",110034,Car,N,Volkswagen Polo,Petrol
Rishi Agarwal,rishi.agarwal@themother'sinternationalschool.edu.in,rishi913,Pass3903,The Mother's International School,6,Abhinav Verma,918297969221,abhinav.verma@hotmail.com,Aman Choudhary,919818327403,aman.choudhary@yahoo.com,"B-17, Hauz Khas, New Delhi",110016,Bus,,,Diesel
Samar Shukla,samar.shukla@springdalesschool.edu.in,samar436,Pass6629,Springdales School,8,Jay Chopra,917094388501,jay.chopra@gmail.com,Rishi Shukla,918073451953,rishi.shukla@yahoo.com,"C-12, Dwarka, New Delhi",110075,Car,N,Ford EcoSport,Diesel
Vivaan Chawla,vivaan.chawla@vasantvalleyschool.edu.in,vivaan973,Pass7786,Vasant Valley School,2,Ayaan Pillai,917609088136,ayaan.pillai@yahoo.com,Aditya Tiwari,919827037221,aditya.tiwari@gmail.com,"D-25, Saket, New Delhi",110017,Car,N,Toyota Innova,Diesel
Keshav Pandey,keshav.pandey@sanskritischool.edu.in,keshav642,Pass8985,Sanskriti School,7,Arjun Rana,917574874224,arjun.rana@hotmail.com,Samarth Khanna,919920384065,samarth.khanna@yahoo.com,"D-13, Greater Kailash, New Delhi",110048,Car,Y,Ford EcoSport,Diesel
Raghav Choudhary,raghav.choudhary@springdalesschool.edu.in,raghav778,Pass3156,Springdales School,11,Rajat Ahluwalia,919373192836,rajat.ahluwalia@hotmail.com,Manan Patel,918149896653,manan.patel@hotmail.com,"D-21, Greater Kailash, New Delhi",110048,Car,N,Honda City,Petrol
Kabir Shukla,kabir.shukla@vasantvalleyschool.edu.in,kabir796,Pass1737,Vasant Valley School,8,Sarthak Kumar,919165704333,sarthak.kumar@hotmail.com,Jay Patel,919199506425,jay.patel@gmail.com,"D-24, Malviya Nagar, New Delhi",110017,Car,Y,Volkswagen Polo,Petrol
Aarav Desai,aarav.desai@delhipublicschool.edu.in,aarav733,Pass3801,Delhi Public School,11,Arnav Choudhary,917292191637,arnav.choudhary@hotmail.com,Rudra Sharma,918729890459,rudra.sharma@hotmail.com,"D-20, Rohini, New Delhi",110085,Car,N,Mahindra Scorpio,Diesel
Ishaan Malhotra,ishaan.malhotra@vasantvalleyschool.edu.in,ishaan601,Pass1850,Vasant Valley School,7,Ranveer Sethi,918813329847,ranveer.sethi@yahoo.com,Aditya Mishra,918222393190,aditya.mishra@gmail.com,"C-7, Lajpat Nagar, New Delhi",110024,Bus,,,Diesel
Samarth Saxena,samarth.saxena@vasantvalleyschool.edu.in,samarth673,Pass3350,Vasant Valley School,2,Tanay Reddy,918074151246,tanay.reddy@gmail.com,Kabir Sethi,917861646403,kabir.sethi@hotmail.com,"B-23, Vasant Kunj, New Delhi",110070,Car,N,Toyota Innova,Diesel
Kiaan Tripathi,kiaan.tripathi@themother'sinternationalschool.edu.in,kiaan706,Pass1162,The Mother's International School,5,Om Singh,919021526828,om.singh@hotmail.com,Aakash Gill,919704953169,aakash.gill@gmail.com,"A-6, Dwarka, New Delhi",110075,Bus,,,Diesel
Aayush Nair,aayush.nair@sanskritischool.edu.in,aayush677,Pass6646,Sanskriti School,11,Harsh Mishra,917269710201,harsh.mishra@gmail.com,Nirvaan Gupta,917084970730,nirvaan.gupta@gmail.com,"D-3, Greater Kailash, New Delhi",110048,Car,N,Volkswagen Polo,Petrol
Harsh Malhotra,harsh.malhotra@sanskritischool.edu.in,harsh562,Pass6789,Sanskriti School,3,Yuvraj Garg,918665119995,yuvraj.garg@gmail.com,Tanay Choudhary,918096318639,tanay.choudhary@gmail.com,"A-1, Greater Kailash, New Delhi",110048,Car,N,Hyundai i20,Petrol
Reyansh Dhillon,reyansh.dhillon@springdalesschool.edu.in,reyansh106,Pass3099,Springdales School,6,Pranav Verma,918222984385,pranav.verma@yahoo.com,Arnav Ahluwalia,918374352935,arnav.ahluwalia@yahoo.com,"B-12, Malviya Nagar, New Delhi",110017,Car,N,Ford EcoSport,Diesel
Aarav Bhardwaj,aarav.bhardwaj@sanskritischool.edu.in,aarav250,Pass6170,Sanskriti School,9,Abhinav Tripathi,918666990325,abhinav.tripathi@yahoo.com,Manan Verma,918541610493,manan.verma@gmail.com,"C-2, Pitampura, New Delhi",110034,Car,Y,Maruti Alto,Petrol
Advik Sharma,advik.sharma@springdalesschool.edu.in,advik531,Pass2102,Springdales School,9,Vivan Jain,918754397593,vivan.jain@hotmail.com,Atharv Khanna,918176419372,atharv.khanna@hotmail.com,"A-23, Safdarjung Enclave, New Delhi",110029,Car,N,Volkswagen Polo,Petrol
Rohan Nair,rohan.nair@delhipublicschool.edu.in,rohan202,Pass8064,Delhi Public School,12,Abhinav Mehta,919883756953,abhinav.mehta@hotmail.com,Aakash Singh,918021085062,aakash.singh@gmail.com,"C-21, Pitampura, New Delhi",110034,Car,Y,Ford EcoSport,Diesel
Aditya Bhat,aditya.bhat@delhipublicschool.edu.in,aditya159,Pass9218,Delhi Public School,10,Gaurav Desai,917114215460,gaurav.desai@hotmail.com,Jay Singh,917446106220,jay.singh@yahoo.com,"D-4, Greater Kailash, New Delhi",110048,Car,N,Honda City,Petrol
Harsh Shukla,harsh.shukla@delhipublicschool.edu.in,harsh589,Pass7359,Delhi Public School,1,Yuvraj Bansal,919444718814,yuvraj.bansal@yahoo.com,Kabir Reddy,919668596380,kabir.reddy@hotmail.com,"C-1, Lajpat Nagar, New Delhi",110024,Car,N,Honda City,Petrol
Manan Agarwal,manan.agarwal@themother'sinternationalschool.edu.in,manan628,Pass9718,The Mother's International School,8,Keshav Mehta,918991853372,keshav.mehta@yahoo.com,Neel Tripathi,919448969184,neel.tripathi@gmail.com,"B-9, Saket, New Delhi",110017,Bus,,,Diesel
Kiaan Thakur,kiaan.thakur@vasantvalleyschool.edu.in,kiaan131,Pass8349,Vasant Valley School,6,Parth Agarwal,919357904644,parth.agarwal@gmail.com,Om Pandey,918920421230,om.pandey@gmail.com,"A-25, Pitampura, New Delhi",110034,Bus,,,Diesel
Manan Mehta,manan.mehta@themother'sinternationalschool.edu.in,manan731,Pass3036,The Mother's International School,5,Tanishq Mishra,918287985288,tanishq.mishra@gmail.com,Aarav Jain,919898197009,aarav.jain@gmail.com,"C-10, Pitampura, New Delhi",110034,Car,N,Hyundai i20,Petrol
Tanay Thakur,tanay.thakur@vasantvalleyschool.edu.in,tanay633,Pass1951,Vasant Valley School,7,Laksh Chawla,917691728330,laksh.chawla@hotmail.com,Vivaan Bajaj,919781537491,vivaan.bajaj@hotmail.com,"D-1, Malviya Nagar, New Delhi",110017,Car,N,Toyota Innova,Diesel
Samarth Reddy,samarth.reddy@springdalesschool.edu.in,samarth716,Pass1030,Springdales School,9,Vivan Pandey,917705621999,vivan.pandey@gmail.com,Kartik Garg,917204132282,kartik.garg@gmail.com,"A-4, Hauz Khas, New Delhi",110016,Car,N,Volkswagen Polo,Petrol
Samarth Singh,samarth.singh@springdalesschool.edu.in,samarth814,Pass7746,Springdales School,10,Laksh Joshi,917306461332,laksh.joshi@hotmail.com,Rajat Dhillon,918293731452,rajat.dhillon@hotmail.com,"B-6, Saket, New Delhi",110017,Car,N,Maruti Alto,Petrol
Gaurav Chawla,gaurav.chawla@vasantvalleyschool.edu.in,gaurav998,Pass3704,Vasant Valley School,2,Eshan Sethi,919463981188,eshan.sethi@gmail.com,Nirvaan Shukla,919270079598,nirvaan.shukla@hotmail.com,"C-2, Rohini, New Delhi",110085,Car,Y,Volkswagen Polo,Petrol
Samarth Tyagi,samarth.tyagi@sanskritischool.edu.in,samarth191,Pass8739,Sanskriti School,3,Aryan Khanna,917417909520,aryan.khanna@gmail.com,Laksh Garg,919018340572,laksh.garg@gmail.com,"D-2, Safdarjung Enclave, New Delhi",110029,Bus,,,Diesel
Nirvaan Mishra,nirvaan.mishra@delhipublicschool.edu.in,nirvaan325,Pass9533,Delhi Public School,12,Eshan Agarwal,918789833604,eshan.agarwal@hotmail.com,Vihaan Bajaj,917752324533,vihaan.bajaj@yahoo.com,"C-13, Hauz Khas, New Delhi",110016,Car,N,Ford EcoSport,Diesel
Aditya Chawla,aditya.chawla@springdalesschool.edu.in,aditya489,Pass4047,Springdales School,6,Arnav Ahluwalia,917581030039,arnav.ahluwalia@yahoo.com,Laksh Mehta,917568213875,laksh.mehta@yahoo.com,"D-5, Greater Kailash, New Delhi",110048,Car,Y,Volkswagen Polo,Petrol
Parth Reddy,parth.reddy@springdalesschool.edu.in,parth307,Pass2613,Springdales School,8,Samar Saini,918880365276,samar.saini@gmail.com,Tanishq Mehta,917145822726,tanishq.mehta@yahoo.com,"A-12, Malviya Nagar, New Delhi",110017,Bus,,,Diesel
Jay Thakur,jay.thakur@delhipublicschool.edu.in,jay687,Pass6581,Delhi Public School,10,Nirvaan Saini,919083166032,nirvaan.saini@gmail.com,Ranveer Bhardwaj,917873194037,ranveer.bhardwaj@yahoo.com,"B-2, Safdarjung Enclave, New Delhi",110029,Car,N,Ford EcoSport,Diesel
Ranveer Singh,ranveer.singh@themother'sinternationalschool.edu.in,ranveer886,Pass3774,The Mother's International School,10,Aman Bhardwaj,917590276809,aman.bhardwaj@gmail.com,Shaurya Saini,918327799634,shaurya.saini@yahoo.com,"D-11, Saket, New Delhi",110017,Bus,,,Diesel
Tanay Bhardwaj,tanay.bhardwaj@delhipublicschool.edu.in,tanay761,Pass1846,Delhi Public School,11,Kiaan Pillai,917071896701,kiaan.pillai@gmail.com,Rajat Joshi,918219349279,rajat.joshi@gmail.com,"B-9, Greater Kailash, New Delhi",110048,Bus,,,Diesel
Aman Khanna,aman.khanna@delhipublicschool.edu.in,aman743,Pass6478,Delhi Public School,9,Harsh Pandey,918391777736,harsh.pandey@yahoo.com,Vivan Bhat,919730837857,vivan.bhat@yahoo.com,"A-6, Vasant Kunj, New Delhi",110070,Car,N,Mahindra Scorpio,Diesel
Ayush Pandey,ayush.pandey@springdalesschool.edu.in,ayush497,Pass7373,Springdales School,2,Raghav Tripathi,918661152875,raghav.tripathi@hotmail.com,Aayush Gupta,918541208954,aayush.gupta@hotmail.com,"C-17, Pitampura, New Delhi",110034,Car,N,Honda City,Petrol
Arjun Reddy,arjun.reddy@delhipublicschool.edu.in,arjun853,Pass3779,Delhi Public School,3,Ujjwal Nair,917978823667,ujjwal.nair@yahoo.com,Manan Desai,917685671176,manan.desai@hotmail.com,"B-20, Vasant Kunj, New Delhi",110070,Car,N,Honda City,Petrol
Sai Bhardwaj,sai.bhardwaj@springdalesschool.edu.in,sai559,Pass4881,Springdales School,11,Aayush Tripathi,919976503325,aayush.tripathi@gmail.com,Atharv Kapoor,919578227393,atharv.kapoor@hotmail.com,"D-16, Pitampura, New Delhi",110034,Car,Y,Hyundai i20,Petrol
Aditya Gill,aditya.gill@delhipublicschool.edu.in,aditya941,Pass8990,Delhi Public School,9,Eshan Dhillon,917496610465,eshan.dhillon@yahoo.com,Kartik Reddy,917863040854,kartik.reddy@yahoo.com,"B-8, Safdarjung Enclave, New Delhi",110029,Car,N,Honda City,Petrol
Aryan Kapoor,aryan.kapoor@themother'sinternationalschool.edu.in,aryan529,Pass5499,The Mother's International School,10,Shaurya Tripathi,918299943732,shaurya.tripathi@gmail.com,Tanishq Mishra,917131786257,tanishq.mishra@hotmail.com,"C-6, Greater Kailash, New Delhi",110048,Car,N,Tata Nexon,Petrol
Pranav Garg,pranav.garg@delhipublicschool.edu.in,pranav790,Pass4227,Delhi Public School,12,Kartik Bhardwaj,918600070265,kartik.bhardwaj@gmail.com,Rajat Sharma,917380066001,rajat.sharma@yahoo.com,"B-25, Greater Kailash, New Delhi",110048,Bus,,,Diesel
Harsh Gupta,harsh.gupta@sanskritischool.edu.in,harsh619,Pass6265,Sanskriti School,4,Aayush Tiwari,919750618050,aayush.tiwari@gmail.com,Rohan Nair,917086124324,rohan.nair@gmail.com,"A-24, Safdarjung Enclave, New Delhi",110029,Bus,,,Diesel
Rudra Malhotra,rudra.malhotra@vasantvalleyschool.edu.in,rudra487,Pass8992,Vasant Valley School,2,Raghav Tiwari,917804346939,raghav.tiwari@gmail.com,Ritvik Ahluwalia,918540444665,ritvik.ahluwalia@hotmail.com,"B-13, Saket, New Delhi",110017,Car,N,Hyundai i20,Petrol
Tanay Mehta,tanay.mehta@vasantvalleyschool.edu.in,tanay966,Pass2905,Vasant Valley School,1,Dhruv Patel,917240102511,dhruv.patel@hotmail.com,Aakash Pillai,918086813571,aakash.pillai@yahoo.com,"D-16, Dwarka, New Delhi",110075,Car,N,Honda City,Petrol
Tanay Pandey,tanay.pandey@springdalesschool.edu.in,tanay560,Pass7074,Springdales School,8,Tanay Verma,918262058391,tanay.verma@yahoo.com,Nishant Khanna,918548489971,nishant.khanna@gmail.com,"D-6, Hauz Khas, New Delhi",110016,Car,N,Ford EcoSport,Diesel
Kartik Kumar,kartik.kumar@delhipublicschool.edu.in,kartik438,Pass1476,Delhi Public School,5,Ritvik Tyagi,918123062109,ritvik.tyagi@gmail.com,Ayush Bhardwaj,918495131158,ayush.bhardwaj@yahoo.com,"D-21, Dwarka, New Delhi",110075,Bus,,,Diesel
Parth Thakur,parth.thakur@springdalesschool.edu.in,parth920,Pass1300,Springdales School,5,Rudra Khanna,919275128813,rudra.khanna@yahoo.com,Tanay Tiwari,919735723597,tanay.tiwari@gmail.com,"B-2, Greater Kailash, New Delhi",110048,Car,N,Volkswagen Polo,Petrol
Abhinav Ahluwalia,abhinav.ahluwalia@sanskritischool.edu.in,abhinav301,Pass3913,Sanskriti School,5,Parth Malhotra,917451630077,parth.malhotra@hotmail.com,Arjun Kapoor,917224662660,arjun.kapoor@hotmail.com,"D-15, Lajpat Nagar, New Delhi",110024,Car,Y,Mahindra Scorpio,Diesel
Rudra Dhillon,rudra.dhillon@sanskritischool.edu.in,rudra230,Pass8492,Sanskriti School,5,Abhinav Khanna,917726622236,abhinav.khanna@yahoo.com,Yuvraj Khanna,918621731821,yuvraj.khanna@gmail.com,"A-23, Malviya Nagar, New Delhi",110017,Bus,,,Diesel
Dev Saxena,dev.saxena@sanskritischool.edu.in,dev589,Pass9681,Sanskriti School,2,Rohan Malhotra,919433099210,rohan.malhotra@gmail.com,Dhruv Mishra,919434600101,dhruv.mishra@yahoo.com,"D-10, Dwarka, New Delhi",110075,Bus,,,Diesel
Reyansh Nair,reyansh.nair@themother'sinternationalschool.edu.in,reyansh380,Pass3218,The Mother's International School,2,Harsh Chopra,919539781556,harsh.chopra@gmail.com,Abhinav Bajaj,917035341465,abhinav.bajaj@hotmail.com,"B-3, Pitampura, New Delhi",110034,Car,N,Honda City,Petrol
Nirvaan Malhotra,nirvaan.malhotra@springdalesschool.edu.in,nirvaan765,Pass2476,Springdales School,4,Advik Chopra,918255012209,advik.chopra@yahoo.com,Gaurav Verma,919093964017,gaurav.verma@yahoo.com,"C-19, Rohini, New Delhi",110085,Bus,,,Diesel
Ayaan Verma,ayaan.verma@sanskritischool.edu.in,ayaan402,Pass8899,Sanskriti School,4,Abhinav Agarwal,918638152029,abhinav.agarwal@hotmail.com,Tanishq Gupta,918823375338,tanishq.gupta@yahoo.com,"B-22, Dwarka, New Delhi",110075,Car,N,Mahindra Scorpio,Diesel
Tanishq Jain,tanishq.jain@delhipublicschool.edu.in,tanishq795,Pass7798,Delhi Public School,11,Rudra Reddy,919195983003,rudra.reddy@hotmail.com,Tanishq Ahluwalia,917887138548,tanishq.ahluwalia@hotmail.com,"B-9, Lajpat Nagar, New Delhi",110024,Car,N,Tata Nexon,Petrol
Aryan Gupta,aryan.gupta@themother'sinternationalschool.edu.in,aryan478,Pass1269,The Mother's International School,1,Kartik Choudhary,919427466493,kartik.choudhary@gmail.com,Om Ahluwalia,918097002575,om.ahluwalia@yahoo.com,"D-25, Pitampura, New Delhi",110034,Car,N,Honda City,Petrol
Dev Bhardwaj,dev.bhardwaj@themother'sinternationalschool.edu.in,dev340,Pass6455,The Mother's International School,2,Nishant Ahluwalia,919090659098,nishant.ahluwalia@yahoo.com,Rajat Kumar,918048771191,rajat.kumar@yahoo.com,"D-22, Safdarjung Enclave, New Delhi",110029,Car,N,Ford EcoSport,Diesel
Advik Thakur,advik.thakur@vasantvalleyschool.edu.in,advik764,Pass8427,Vasant Valley School,10,Ishaan Verma,919484930668,ishaan.verma@yahoo.com,Aryan Tiwari,918739709529,aryan.tiwari@yahoo.com,"A-7, Greater Kailash, New Delhi",110048,Car,N,Hyundai i20,Petrol
Sarthak Patel,sarthak.patel@sanskritischool.edu.in,sarthak373,Pass8407,Sanskriti School,11,Ishaan Gupta,919640922177,ishaan.gupta@hotmail.com,Rohan Verma,919959646369,rohan.verma@gmail.com,"A-21, Vasant Kunj, New Delhi",110070,Car,Y,Ford EcoSport,Diesel
Aditya Singh,aditya.singh@springdalesschool.edu.in,aditya813,Pass2128,Springdales School,9,Atharv Patel,919623430765,atharv.patel@yahoo.com,Aryan Tiwari,917074398141,aryan.tiwari@hotmail.com,"A-15, Hauz Khas, New Delhi",110016,Car,Y,Mahindra Scorpio,Diesel
Ujjwal Singh,ujjwal.singh@sanskritischool.edu.in,ujjwal481,Pass6232,Sanskriti School,7,Rudra Thakur,919449006463,rudra.thakur@yahoo.com,Samar Bansal,917067154475,samar.bansal@gmail.com,"B-20, Greater Kailash, New Delhi",110048,Car,N,Maruti Alto,Petrol
Dhruv Shukla,dhruv.shukla@springdalesschool.edu.in,dhruv910,Pass1108,Springdales School,12,Dhruv Ahluwalia,918948863573,dhruv.ahluwalia@hotmail.com,Ritvik Desai,919663163768,ritvik.desai@gmail.com,"A-2, Greater Kailash, New Delhi",110048,Car,N,Mahindra Scorpio,Diesel
Sarthak Dhillon,sarthak.dhillon@springdalesschool.edu.in,sarthak186,Pass3872,Springdales School,8,Aakash Khanna,918545326893,aakash.khanna@gmail.com,Kiaan Bhat,917067309361,kiaan.bhat@gmail.com,"B-25, Malviya Nagar, New Delhi",110017,Car,N,Ford EcoSport,Diesel
Krishna Mehta,krishna.mehta@themother'sinternationalschool.edu.in,krishna283,Pass2997,The Mother's International School,12,Eshan Bhardwaj,919436972296,eshan.bhardwaj@yahoo.com,Parth Chawla,918513784180,parth.chawla@hotmail.com,"A-17, Hauz Khas, New Delhi",110016,Car,N,Maruti Alto,Petrol
Ritvik Chawla,ritvik.chawla@springdalesschool.edu.in,ritvik397,Pass6463,Springdales School,4,Aryan Garg,919400136462,aryan.garg@yahoo.com,Atharv Khanna,918550488818,atharv.khanna@hotmail.com,"A-25, Rohini, New Delhi",110085,Car,N,Ford EcoSport,Diesel
Ranveer Verma,ranveer.verma@sanskritischool.edu.in,ranveer441,Pass8705,Sanskriti School,1,Aryan Singh,917468800441,aryan.singh@yahoo.com,Ritvik Kapoor,919985202126,ritvik.kapoor@hotmail.com,"A-14, Malviya Nagar, New Delhi",110017,Car,N,Tata Nexon,Petrol
Aditya Dhillon,aditya.dhillon@delhipublicschool.edu.in,aditya175,Pass5314,Delhi Public School,4,Manan Joshi,918648918588,manan.joshi@yahoo.com,Ayush Tyagi,917359091073,ayush.tyagi@gmail.com,"B-7, Vasant Kunj, New Delhi",110070,Car,N,Maruti Alto,Petrol
Manan Singh,manan.singh@themother'sinternationalschool.edu.in,manan206,Pass7891,The Mother's International School,8,Tanay Choudhary,919770136213,tanay.choudhary@yahoo.com,Laksh Desai,917762567529,laksh.desai@yahoo.com,"B-2, Pitampura, New Delhi",110034,Car,N,Mahindra Scorpio,Diesel
Dhruv Jain,dhruv.jain@vasantvalleyschool.edu.in,dhruv775,Pass5142,Vasant Valley School,4,Pranav Shukla,919793933737,pranav.shukla@gmail.com,Ayush Thakur,918987584265,ayush.thakur@gmail.com,"C-8, Rohini, New Delhi",110085,Bus,,,Diesel
Rohan Sharma,rohan.sharma@delhipublicschool.edu.in,rohan718,Pass2528,Delhi Public School,5,Ayaan Nair,919785436669,ayaan.nair@yahoo.com,Rajat Gupta,918725863915,rajat.gupta@yahoo.com,"D-20, Lajpat Nagar, New Delhi",110024,Car,N,Hyundai i20,Petrol
Rohan Agarwal,rohan.agarwal@delhipublicschool.edu.in,rohan991,Pass5324,Delhi Public School,12,Aman Tyagi,917959701585,aman.tyagi@yahoo.com,Atharv Ahluwalia,918588002981,atharv.ahluwalia@yahoo.com,"B-2, Rohini, New Delhi",110085,Car,Y,Maruti Alto,Petrol
Arnav Tyagi,arnav.tyagi@sanskritischool.edu.in,arnav728,Pass6567,Sanskriti School,8,Advik Gill,918083234655,advik.gill@gmail.com,Krishna Rana,919659601910,krishna.rana@gmail.com,"C-17, Saket, New Delhi",110017,Bus,,,Diesel
Dev Mishra,dev.mishra@vasantvalleyschool.edu.in,dev406,Pass9801,Vasant Valley School,2,Ujjwal Dhillon,917269625274,ujjwal.dhillon@gmail.com,Aakash Khanna,918906622702,aakash.khanna@hotmail.com,"D-8, Lajpat Nagar, New Delhi",110024,Bus,,,Diesel
Dev Desai,dev.desai@delhipublicschool.edu.in,dev826,Pass4792,Delhi Public School,8,Vihaan Garg,917690558414,vihaan.garg@yahoo.com,Keshav Reddy,918682805136,keshav.reddy@gmail.com,"D-3, Safdarjung Enclave, New Delhi",110029,Bus,,,Diesel
Samar Agarwal,samar.agarwal@sanskritischool.edu.in,samar167,Pass5671,Sanskriti School,9,Pranav Tripathi,917078349821,pranav.tripathi@hotmail.com,Aarav Agarwal,918283294758,aarav.agarwal@gmail.com,"C-14, Safdarjung Enclave, New Delhi",110029,Car,N,Maruti Alto,Petrol
Advik Khanna,advik.khanna@springdalesschool.edu.in,advik202,Pass7975,Springdales School,4,Ishaan Jain,919235426553,ishaan.jain@hotmail.com,Rudra Thakur,917179216787,rudra.thakur@hotmail.com,"D-21, Safdarjung Enclave, New Delhi",110029,Car,N,Ford EcoSport,Diesel
Sarthak Sethi,sarthak.sethi@themother'sinternationalschool.edu.in,sarthak323,Pass5461,The Mother's International School,9,Samar Bansal,919974695798,samar.bansal@hotmail.com,Laksh Rana,917523738420,laksh.rana@yahoo.com,"A-20, Vasant Kunj, New Delhi",110070,Car,N,Maruti Alto,Petrol
Om Bansal,om.bansal@vasantvalleyschool.edu.in,om127,Pass9649,Vasant Valley School,1,Eshan Bansal,918818365179,eshan.bansal@yahoo.com,Parth Mehta,918387220720,parth.mehta@yahoo.com,"C-5, Rohini, New Delhi",110085,Car,Y,Honda City,Petrol
Kartik Mishra,kartik.mishra@springdalesschool.edu.in,kartik242,Pass5398,Springdales School,12,Jay Sharma,919164534043,jay.sharma@yahoo.com,Aarav Thakur,918816626526,aarav.thakur@gmail.com,"B-25, Vasant Kunj, New Delhi",110070,Car,Y,Mahindra Scorpio,Diesel
Gaurav Ahluwalia,gaurav.ahluwalia@themother'sinternationalschool.edu.in,gaurav866,Pass5679,The Mother's International School,9,Aarav Dhillon,917935452665,aarav.dhillon@hotmail.com,Nishant Tiwari,917189483703,nishant.tiwari@hotmail.com,"A-15, Safdarjung Enclave, New Delhi",110029,Car,N,Ford EcoSport,Diesel
Reyansh Garg,reyansh.garg@delhipublicschool.edu.in,reyansh928,Pass8743,Delhi Public School,1,Arjun Gupta,919329760292,arjun.gupta@hotmail.com,Kartik Tyagi,917899078984,kartik.tyagi@hotmail.com,"A-22, Safdarjung Enclave, New Delhi",110029,Car,Y,Mahindra Scorpio,Diesel
Tanishq Mehta,tanishq.mehta@delhipublicschool.edu.in,tanishq869,Pass6536,Delhi Public School,9,Pranav Bhardwaj,917243804903,pranav.bhardwaj@yahoo.com,Harsh Saini,919771146294,harsh.saini@gmail.com,"D-21, Vasant Kunj, New Delhi",110070,Bus,,,Diesel
Vivaan Chopra,vivaan.chopra@springdalesschool.edu.in,vivaan508,Pass8132,Springdales School,12,Reyansh Saxena,918601309263,reyansh.saxena@yahoo.com,Aman Saxena,919589156262,aman.saxena@hotmail.com,"A-1, Safdarjung Enclave, New Delhi",110029,Car,N,Volkswagen Polo,Petrol
Rudra Agarwal,rudra.agarwal@themother'sinternationalschool.edu.in,rudra585,Pass6467,The Mother's International School,6,Ayush Desai,918624585883,ayush.desai@hotmail.com,Rishi Bhat,917079063156,rishi.bhat@yahoo.com,"A-11, Greater Kailash, New Delhi",110048,Bus,,,Diesel
Nishant Garg,nishant.garg@themother'sinternationalschool.edu.in,nishant278,Pass9075,The Mother's International School,10,Yuvraj Mishra,917406989115,yuvraj.mishra@yahoo.com,Ranveer Dhillon,917985356932,ranveer.dhillon@yahoo.com,"B-1, Saket, New Delhi",110017,Car,N,Ford EcoSport,Diesel
Shaurya Gupta,shaurya.gupta@themother'sinternationalschool.edu.in,shaurya694,Pass3722,The Mother's International School,10,Sarthak Patel,919283234398,sarthak.patel@hotmail.com,Abhinav Kapoor,918483589099,abhinav.kapoor@hotmail.com,"B-11, Safdarjung Enclave, New Delhi",110029,Bus,,,Diesel
